species,animal_id,t,body_temp_c,heart_rate_bpm,resp_rate_bpm,activity_idx,cough_count,rumination_min,ambient_temp_c,ambient_humidity_pct,label
Pig,PI_004,20,39.31,87.17,27.85,0.256,3,0.0,23.04,53.57,1
Pig,PI_004,21,38.771,73.44,21.98,0.543,0,0.0,22.6,55.11,0
Pig,PI_004,22,38.604,74.67,21.79,0.39,0,0.0,23.41,56.19,0
Pig,PI_004,23,38.742,75.67,23.89,0.512,0,0.0,25.37,57.7,0
Pig,PI_004,24,38.489,75.67,21.3,0.507,0,0.0,26.95,61.78,0
Pig,PI_004,25,38.458,76.04,23.53,0.552,0,0.0,29.3,62.19,0
Pig,PI_004,26,38.467,77.39,21.35,0.482,1,0.0,28.78,68.07,0
Pig,PI_004,27,38.998,71.63,23.19,0.55,1,0.0,33.85,59.88,0
Pig,PI_004,28,39.115,73.46,22.8,0.54,0,0.0,30.09,65.93,0
Pig,PI_004,29,39.69,94.19,30.37,0.333,5,0.0,32.79,67.87,1
Pig,PI_004,30,39.999,89.58,31.79,0.203,3,0.5,33.13,68.0,1
Pig,PI_004,31,40.062,88.45,30.74,0.367,5,0.0,32.4,73.2,1
Pig,PI_004,32,39.78,88.3,33.89,0.38,2,0.0,32.05,74.26,1
Pig,PI_004,33,39.733,91.38,29.1,0.21,2,0.0,30.51,75.93,1
Pig,PI_004,34,39.634,91.15,31.79,0.352,2,0.0,29.18,70.94,1
Pig,PI_004,35,39.453,99.43,34.48,0.162,4,0.0,28.11,72.46,1
Pig,PI_004,36,39.494,91.3,30.23,0.311,4,0.0,26.45,69.97,1
Pig,PI_004,37,39.55,90.53,30.56,0.287,1,0.0,23.85,69.38,1
Pig,PI_004,38,39.545,91.01,32.2,0.23,4,0.18,23.87,71.97,1
Pig,PI_004,39,38.659,73.31,22.57,0.503,0,0.0,23.88,72.88,0
Pig,PI_004,40,39.495,83.38,29.24,0.287,2,0.0,23.91,68.28,1
Pig,PI_004,41,39.509,79.59,30.08,0.211,0,0.0,21.59,53.81,1
Pig,PI_004,42,39.521,91.3,29.59,0.254,1,1.55,20.73,65.37,1
Pig,PI_004,43,39.553,87.62,28.77,0.15,2,0.0,20.24,58.48,1
Pig,PI_004,44,39.747,83.83,28.8,0.191,1,0.0,23.42,59.04,1
Pig,PI_004,45,39.653,91.46,30.66,0.096,2,0.0,21.91,62.49,1
Pig,PI_004,46,38.382,72.22,22.29,0.491,0,0.0,22.65,51.09,0
Pig,PI_004,47,38.862,73.26,22.03,0.47,0,0.0,25.67,56.52,0
Pig,PI_004,48,38.641,70.38,24.2,0.508,0,0.0,25.65,55.92,0
Pig,PI_004,49,38.837,73.58,22.73,0.547,0,0.0,28.78,65.18,0
Pig,PI_004,50,38.734,76.26,25.27,0.532,1,0.2,29.76,52.76,0
Pig,PI_004,51,38.489,76.35,23.53,0.518,0,0.0,30.11,61.81,0
Pig,PI_004,52,39.771,92.9,29.59,0.292,2,0.0,29.02,78.75,1
Pig,PI_004,53,39.846,104.2,29.13,0.201,2,0.0,32.75,68.93,1
Pig,PI_004,54,39.805,88.77,29.67,0.244,2,0.0,34.02,70.51,1
Pig,PI_004,55,39.729,93.19,30.95,0.161,4,0.0,33.51,62.73,1
Pig,PI_004,56,40.211,94.73,31.96,0.272,2,0.0,34.42,70.46,1
Pig,PI_004,57,38.743,74.24,22.94,0.441,0,0.0,31.63,73.15,0
Pig,PI_004,58,39.831,87.72,29.92,0.164,5,0.31,29.68,75.1,1
Pig,PI_004,59,39.243,92.47,30.54,0.138,6,0.0,28.84,74.47,1
Pig,PI_004,60,40.191,88.2,29.99,0.173,2,0.0,27.08,81.35,1
Pig,PI_004,61,38.501,73.03,22.95,0.501,0,0.0,23.85,70.69,0
Pig,PI_004,62,38.678,74.24,23.98,0.438,0,0.0,22.85,62.76,0
Pig,PI_004,63,38.715,71.32,22.07,0.497,0,0.0,22.65,67.11,0
Pig,PI_004,64,39.732,84.47,32.76,0.354,1,0.0,21.26,69.7,1
Pig,PI_004,65,39.6,89.84,32.33,0.176,5,0.0,21.04,63.82,1
Pig,PI_004,66,38.623,72.72,22.32,0.448,0,0.37,21.65,48.7,0
Pig,PI_004,67,39.481,92.7,26.79,0.125,1,0.0,21.08,66.41,1
Pig,PI_004,68,40.139,86.92,28.06,0.271,2,0.0,23.8,55.71,1
Pig,PI_004,69,38.783,74.45,23.11,0.441,1,0.0,22.61,58.05,0
Pig,PI_004,70,39.498,85.69,29.62,0.375,3,0.0,23.7,58.69,1
Pig,PI_004,71,39.853,91.72,29.58,0.181,3,0.0,26.06,56.76,1
Pig,PI_005,0,38.69,73.32,26.86,0.421,0,0.0,26.82,55.18,0
Pig,PI_005,1,38.672,69.5,25.47,0.439,0,0.0,26.87,57.23,0
Pig,PI_005,2,39.559,91.39,29.88,0.092,4,0.0,29.07,62.63,1
Pig,PI_005,3,38.902,78.17,28.17,0.409,0,0.0,32.19,60.82,0
Pig,PI_005,4,38.876,72.28,27.59,0.392,0,0.0,34.46,69.86,0
Pig,PI_005,5,38.758,73.15,27.42,0.39,0,0.0,32.7,72.49,0
Pig,PI_005,6,38.865,78.57,25.71,0.35,0,0.0,34.32,65.61,0
Pig,PI_005,7,38.822,74.86,27.12,0.413,0,0.0,34.05,76.44,0
Pig,PI_005,8,38.77,79.36,25.89,0.357,0,0.0,32.72,68.18,0
Pig,PI_005,9,38.768,76.24,26.91,0.402,1,0.0,30.98,75.94,0
Pig,PI_005,10,39.585,91.18,37.76,0.174,1,0.0,30.48,77.55,1
Pig,PI_005,11,39.873,89.57,35.73,0.079,6,0.0,30.79,79.21,1
Pig,PI_005,12,39.385,87.33,33.66,0.264,3,0.0,25.72,78.25,1
Pig,PI_005,13,39.65,91.13,37.93,0.116,1,0.0,26.51,71.29,1
Pig,PI_005,14,39.449,80.54,36.54,0.17,3,0.0,23.43,73.28,1
Pig,PI_005,15,39.37,91.19,32.31,0.281,4,0.0,23.59,67.94,1
Pig,PI_005,16,39.751,87.34,34.11,0.206,4,0.0,21.99,66.85,1
Pig,PI_005,17,39.401,91.24,34.0,0.151,1,0.9,21.45,63.47,1
Pig,PI_005,18,38.539,73.16,25.82,0.412,0,0.32,19.81,55.07,0
Pig,PI_005,19,38.491,73.93,28.51,0.43,0,0.0,20.05,52.39,0
Pig,PI_005,20,38.573,73.46,26.78,0.414,0,0.0,22.47,52.96,0
Pig,PI_005,21,39.604,88.25,31.38,0.202,7,0.0,22.1,55.78,1
Pig,PI_005,22,39.612,86.07,32.78,0.278,6,0.0,25.2,48.81,1
Pig,PI_005,23,39.854,90.76,31.82,0.116,3,0.0,25.32,51.19,1
Pig,PI_005,24,38.53,72.48,27.66,0.476,0,0.0,25.52,52.4,0
Pig,PI_005,25,38.785,76.11,27.28,0.444,0,0.0,28.06,53.81,0
Pig,PI_005,26,39.4,87.55,33.71,0.156,2,0.0,30.75,59.9,1
Pig,PI_005,27,38.829,74.88,26.3,0.359,0,0.0,30.23,66.29,0
Pig,PI_005,28,38.707,75.17,25.42,0.381,0,0.0,31.3,66.32,0
Pig,PI_005,29,39.999,89.04,31.06,0.259,2,0.0,33.82,70.71,1
Pig,PI_005,30,38.794,72.23,29.92,0.381,0,0.0,32.16,71.21,0
Pig,PI_005,31,38.839,72.88,26.71,0.436,0,0.0,31.01,85.83,0
Pig,PI_005,32,39.521,86.1,34.98,0.042,1,0.0,32.06,77.93,1
Pig,PI_005,33,38.608,76.51,26.35,0.386,0,0.0,29.27,69.62,0
Pig,PI_005,34,38.895,70.84,26.99,0.352,0,0.0,30.98,79.15,0
Pig,PI_005,35,40.02,90.47,35.61,0.136,4,0.0,29.13,77.56,1
Pig,PI_005,36,38.783,75.02,26.45,0.414,0,0.0,25.31,75.2,0
Pig,PI_005,37,38.528,73.82,27.45,0.398,0,0.0,23.8,68.65,0
Pig,PI_005,38,38.635,74.66,26.26,0.442,0,0.0,25.47,71.79,0
Pig,PI_005,39,38.585,70.52,24.8,0.41,0,0.27,24.59,66.99,0
Pig,PI_005,40,38.654,75.03,25.7,0.379,1,0.0,21.8,62.6,0
Pig,PI_005,41,39.913,89.76,31.71,0.202,2,0.0,19.75,65.71,1
Pig,PI_005,42,38.727,69.9,26.7,0.424,0,0.0,22.02,57.95,0
Pig,PI_005,43,39.349,82.15,29.91,0.146,1,0.0,21.35,55.68,1
Pig,PI_005,44,39.702,87.03,34.88,0.13,4,0.0,22.98,60.79,1
Pig,PI_005,45,39.469,92.25,33.26,0.118,9,0.0,22.56,45.23,1
Pig,PI_005,46,38.573,70.66,27.19,0.477,0,0.0,23.5,54.62,0
Pig,PI_005,47,39.825,91.25,34.77,0.138,5,0.0,24.84,61.37,1
Pig,PI_005,48,38.834,71.42,27.47,0.377,0,0.0,28.28,62.44,0
Pig,PI_005,49,39.666,90.06,31.9,0.118,2,0.0,28.49,55.86,1
Pig,PI_005,50,40.215,94.01,35.28,0.262,4,0.0,31.03,64.57,1
Pig,PI_005,51,39.935,87.15,33.77,0.067,3,0.0,32.82,65.86,1
Pig,PI_005,52,40.153,93.42,35.11,0.116,2,0.0,32.88,77.46,1
Pig,PI_005,53,39.841,86.54,35.78,0.134,1,0.0,31.13,65.89,1
Pig,PI_005,54,40.073,86.03,35.07,0.253,2,0.0,33.69,70.45,1
Pig,PI_005,55,39.857,91.02,34.42,0.042,3,0.0,33.42,80.78,1
Pig,PI_005,56,39.79,89.05,32.13,0.196,6,0.0,33.21,65.35,1
Pig,PI_005,57,39.942,94.46,32.21,0.317,2,0.0,32.67,71.44,1
Pig,PI_005,58,38.75,73.05,28.21,0.369,1,0.0,29.6,78.35,0
Pig,PI_005,59,38.708,78.3,26.94,0.379,0,0.0,29.94,65.16,0
Pig,PI_005,60,38.688,71.41,27.13,0.37,0,0.0,27.44,69.16,0
Pig,PI_005,61,38.593,71.3,28.16,0.438,0,0.0,25.19,71.92,0
Pig,PI_005,62,39.426,88.54,30.46,0.132,1,0.0,25.36,70.74,1
Pig,PI_005,63,39.54,85.11,35.86,0.211,3,0.0,21.95,74.06,1
Pig,PI_005,64,39.858,89.26,31.95,0.101,7,0.0,21.27,52.7,1
Pig,PI_005,65,38.588,73.36,27.07,0.338,0,0.0,22.11,60.49,0
Pig,PI_005,66,38.666,72.86,25.41,0.371,0,0.0,20.95,59.7,0
Pig,PI_005,67,38.713,73.11,27.29,0.384,1,0.0,20.54,56.79,0
Pig,PI_005,68,39.71,81.56,35.67,0.146,0,0.0,22.45,45.5,1
Pig,PI_005,69,38.572,71.71,26.53,0.308,1,0.0,22.85,55.24,0
Pig,PI_005,70,39.293,89.58,31.53,0.013,1,0.0,21.92,43.91,1
Pig,PI_005,71,39.588,87.05,36.95,0.207,4,0.0,25.37,63.95,1
Pig,PI_006,0,39.734,92.28,33.34,0.274,1,1.87,27.54,56.44,1
Pig,PI_006,1,40.12,96.28,32.45,0.192,1,2.21,28.29,58.32,1
Pig,PI_006,2,39.757,92.91,33.1,0.207,3,1.9,29.62,56.9,1
Pig,PI_006,3,38.911,73.74,26.91,0.453,2,2.16,31.19,68.19,0
Pig,PI_006,4,38.755,75.89,24.32,0.484,0,1.14,33.14,68.13,0
Pig,PI_006,5,38.664,77.79,25.61,0.422,0,4.98,33.16,72.19,0
Pig,PI_006,6,38.826,76.52,24.11,0.417,0,3.73,32.99,69.65,0
Pig,PI_006,7,39.591,89.41,31.41,0.231,4,3.23,34.66,72.54,1
Pig,PI_006,8,39.698,88.95,35.67,0.267,2,0.0,32.82,70.16,1
Pig,PI_006,9,38.692,73.13,26.49,0.547,0,1.09,32.48,76.95,0
Pig,PI_006,10,39.504,92.82,33.72,0.114,4,0.48,30.01,73.85,1
Pig,PI_006,11,38.761,72.28,25.45,0.409,0,0.0,30.48,69.33,0
Pig,PI_006,12,38.849,72.24,24.94,0.494,0,0.0,24.67,73.11,0
Pig,PI_006,13,38.754,76.37,25.26,0.395,0,2.28,26.15,73.48,0
Pig,PI_006,14,38.586,71.56,25.88,0.534,0,4.13,24.32,65.51,0
Pig,PI_006,15,38.878,76.42,25.5,0.497,0,0.0,24.32,63.35,0
Pig,PI_006,16,39.533,94.25,29.76,0.087,2,0.0,22.28,68.72,1
Pig,PI_006,17,38.672,71.51,24.51,0.502,0,2.87,22.2,56.15,0
Pig,PI_006,18,39.109,80.85,31.53,0.163,1,0.0,17.81,53.49,1
Pig,PI_006,19,39.811,86.17,28.69,0.176,4,3.06,20.49,50.03,1
Pig,PI_006,20,38.539,71.61,23.16,0.495,0,0.0,21.37,53.12,0
Pig,PI_006,21,39.749,95.08,28.85,0.253,2,5.73,23.41,57.94,1
Pig,PI_006,22,38.582,70.73,24.6,0.453,0,0.0,23.03,53.8,0
Pig,PI_006,23,40.024,80.13,34.48,0.202,1,3.36,24.04,43.55,1
Pig,PI_006,24,39.499,87.1,31.2,0.194,2,2.45,26.21,52.36,1
Pig,PI_006,25,39.899,90.96,32.19,0.27,3,3.96,26.7,58.82,1
Pig,PI_006,26,39.393,89.68,36.56,0.169,3,0.0,31.62,58.48,1
Pig,PI_006,27,38.801,75.08,26.31,0.526,0,2.21,33.75,62.37,0
Pig,PI_006,28,40.098,93.28,34.48,0.056,0,1.59,31.41,60.41,1
Pig,PI_006,29,39.624,89.77,32.63,0.245,5,0.19,33.58,70.77,1
Pig,PI_006,30,39.812,89.87,36.08,0.184,1,0.0,33.31,63.99,1
Pig,PI_006,31,39.675,88.07,34.68,0.232,1,3.29,32.65,73.17,1
Pig,PI_006,32,39.823,92.29,32.73,0.292,4,0.0,32.75,80.65,1
Pig,PI_006,33,39.082,74.22,26.97,0.44,0,0.0,32.67,84.92,0
Pig,PI_006,34,38.761,73.46,26.21,0.446,0,1.06,29.15,74.81,0
Pig,PI_006,35,38.804,75.22,26.14,0.541,0,2.84,28.25,74.98,0
Pig,PI_006,36,39.764,86.77,33.03,0.314,3,2.67,25.4,70.24,1
Pig,PI_006,37,39.735,91.21,33.95,0.196,6,5.6,24.36,75.83,1
Pig,PI_006,38,39.833,93.66,36.84,0.272,3,1.55,23.24,65.7,1
Pig,PI_006,39,39.48,86.8,31.85,0.21,2,0.46,20.95,65.67,1
Pig,PI_006,40,39.713,86.43,34.39,0.155,5,2.33,22.63,64.85,1
Pig,PI_006,41,38.636,68.44,24.93,0.39,0,0.0,20.94,67.02,0
Pig,PI_006,42,38.779,68.36,23.9,0.489,0,0.31,21.69,65.27,0
Pig,PI_006,43,38.782,72.54,26.8,0.472,0,0.16,21.42,54.99,0
Pig,PI_006,44,39.736,87.57,32.19,0.105,5,0.0,21.79,54.73,1
Pig,PI_006,45,38.554,72.84,24.35,0.48,0,0.52,21.2,57.29,0
Pig,PI_006,46,39.418,90.03,31.67,0.221,4,2.95,24.97,64.25,1
Pig,PI_006,47,39.975,88.8,34.63,0.212,5,0.66,25.35,57.83,1
Pig,PI_006,48,39.663,92.25,31.06,0.278,4,6.07,25.71,58.3,1
Pig,PI_006,49,40.139,86.39,34.51,0.339,3,4.89,29.61,52.76,1
Pig,PI_006,50,39.749,93.04,32.97,0.264,7,0.0,28.83,58.3,1
Pig,PI_006,51,38.786,73.2,25.83,0.472,0,4.88,30.89,55.56,0
Pig,PI_006,52,39.014,74.32,25.55,0.468,0,0.3,32.05,60.8,0
Pig,PI_006,53,39.0,74.2,25.24,0.51,0,2.31,32.3,70.12,0
Pig,PI_006,54,40.0,91.58,32.56,0.207,2,0.0,31.78,73.91,1
Pig,PI_006,55,39.709,88.99,30.56,0.182,3,1.99,32.61,62.66,1
Pig,PI_006,56,39.78,83.89,33.37,0.174,1,0.17,31.11,73.55,1
Pig,PI_006,57,40.084,89.88,31.06,0.231,3,2.51,29.63,82.04,1
Pig,PI_006,58,38.875,73.1,25.8,0.41,0,0.0,32.05,79.12,0
Pig,PI_006,59,38.771,71.31,24.19,0.382,0,0.0,26.49,74.38,0
Pig,PI_006,60,39.415,84.89,30.58,0.197,5,0.72,26.55,77.01,1
Pig,PI_006,61,39.592,94.23,33.13,0.273,2,1.33,25.64,74.41,1
Pig,PI_006,62,38.562,75.9,26.6,0.487,0,0.11,24.54,69.6,0
Pig,PI_006,63,38.729,70.78,26.12,0.395,0,0.0,23.03,61.61,0
Pig,PI_006,64,39.383,85.67,30.28,0.196,4,0.0,21.7,61.28,1
Pig,PI_006,65,38.694,73.65,24.09,0.416,0,1.56,21.94,63.97,0
Pig,PI_006,66,38.549,71.58,25.69,0.455,0,3.45,20.69,50.67,0
Pig,PI_006,67,38.755,74.67,25.3,0.396,0,1.91,22.24,68.04,0
Pig,PI_006,68,38.604,67.1,23.73,0.369,0,1.94,22.3,52.01,0
Pig,PI_006,69,38.729,73.66,26.61,0.471,0,0.4,23.88,56.0,0
Pig,PI_006,70,38.633,73.68,25.13,0.417,0,1.42,25.37,50.44,0
Pig,PI_006,71,38.669,75.88,24.94,0.478,0,0.55,24.78,48.76,0
Pig,PI_007,0,38.534,72.87,24.42,0.433,0,0.0,26.75,48.95,0
Pig,PI_007,1,38.674,74.83,26.05,0.472,0,0.0,27.67,64.28,0
Pig,PI_007,2,38.621,76.94,27.18,0.476,0,0.0,31.63,52.42,0
Pig,PI_007,3,38.674,73.47,25.94,0.488,0,0.0,29.88,71.87,0
Pig,PI_007,4,38.651,80.52,26.61,0.378,0,0.0,32.08,60.92,0
Pig,PI_007,5,39.63,85.74,36.8,0.127,3,0.0,31.59,67.92,1
Pig,PI_007,6,38.569,71.91,28.06,0.448,0,0.0,31.03,64.13,0
Pig,PI_007,7,38.863,76.06,27.87,0.397,1,0.0,33.4,78.94,0
Pig,PI_007,8,38.528,71.14,26.67,0.436,0,0.0,30.35,68.5,0
Pig,PI_007,9,38.674,71.66,26.83,0.447,0,0.16,30.19,77.79,0
Pig,PI_007,10,38.536,74.59,25.01,0.479,0,0.0,32.6,71.39,0
Pig,PI_007,11,38.597,71.99,27.09,0.486,0,0.0,29.86,85.33,0
Pig,PI_007,12,38.517,72.03,24.83,0.367,0,0.0,25.84,77.23,0
Pig,PI_007,13,38.485,75.02,26.27,0.459,0,0.0,24.38,75.85,0
Pig,PI_007,14,38.711,69.98,26.1,0.401,0,0.0,23.81,67.25,0
Pig,PI_007,15,38.408,74.84,28.19,0.446,0,0.0,22.71,61.26,0
Pig,PI_007,16,38.531,75.14,26.77,0.385,0,0.0,23.24,69.55,0
Pig,PI_007,17,38.35,76.47,26.44,0.462,0,0.0,21.42,56.75,0
Pig,PI_007,18,39.483,85.98,33.61,0.088,3,0.0,19.32,68.66,1
Pig,PI_007,19,39.527,85.04,33.27,0.197,3,0.0,19.29,53.6,1
Pig,PI_007,20,39.549,85.36,30.9,0.264,2,0.0,21.33,57.28,1
Pig,PI_007,21,38.453,71.0,24.23,0.445,0,0.0,21.91,50.3,0
Pig,PI_007,22,39.567,88.81,33.71,0.338,3,0.63,23.73,60.41,1
Pig,PI_007,23,39.781,84.42,31.95,0.056,4,1.08,25.32,52.11,1
Pig,PI_007,24,38.493,75.49,26.52,0.462,0,0.0,27.5,50.52,0
Pig,PI_007,25,39.353,87.13,34.38,0.275,3,0.0,30.04,58.72,1
Pig,PI_007,26,39.751,95.78,35.91,0.15,2,0.0,29.05,58.74,1
Pig,PI_007,27,40.136,94.23,33.6,0.074,3,0.0,30.46,59.88,1
Pig,PI_007,28,38.652,74.83,28.1,0.403,0,0.0,32.18,64.46,0
Pig,PI_007,29,38.439,76.6,27.68,0.483,0,0.0,32.56,74.66,0
Pig,PI_007,30,38.948,72.57,27.52,0.427,0,0.0,32.67,72.7,0
Pig,PI_007,31,38.544,72.92,24.68,0.488,0,0.0,32.54,63.01,0
Pig,PI_007,32,40.175,85.13,33.19,0.183,3,0.0,32.98,71.89,1
Pig,PI_007,33,38.594,72.34,27.05,0.471,0,0.0,30.56,69.64,0
Pig,PI_007,34,38.611,70.25,25.83,0.409,0,0.0,31.19,77.36,0
Pig,PI_007,35,39.866,84.21,34.11,0.264,6,0.0,26.63,74.09,1
Pig,PI_007,36,39.305,92.5,33.36,0.071,4,0.0,26.42,71.12,1
Pig,PI_007,37,38.489,75.19,26.67,0.445,0,0.0,25.41,71.69,0
Pig,PI_007,38,38.348,75.12,24.78,0.417,0,0.0,23.15,67.85,0
Pig,PI_007,39,39.687,90.27,36.49,0.18,1,0.0,23.55,71.32,1
Pig,PI_007,40,39.55,89.23,33.18,0.296,2,0.0,21.14,75.11,1
Pig,PI_007,41,38.484,72.78,26.37,0.433,0,0.0,22.06,64.32,0
Pig,PI_007,42,38.488,72.7,27.08,0.536,0,0.0,19.92,62.49,0
Pig,PI_007,43,39.149,80.74,33.44,0.25,3,0.0,20.61,60.76,1
Pig,PI_007,44,39.51,91.06,29.51,0.127,1,0.0,21.17,64.1,1
Pig,PI_007,45,39.833,80.6,31.82,0.142,2,0.0,23.63,53.87,1
Pig,PI_007,46,39.205,85.97,30.02,0.272,2,0.29,22.74,61.13,1
Pig,PI_007,47,39.849,89.66,33.23,0.112,2,0.0,25.51,51.02,1
Pig,PI_007,48,39.409,93.23,31.25,0.161,7,0.0,27.94,56.71,1
Pig,PI_007,49,39.877,89.8,35.68,0.36,2,0.0,28.8,50.12,1
Pig,PI_007,50,38.545,74.75,27.68,0.498,0,0.0,29.85,58.99,0
Pig,PI_007,51,39.466,90.08,33.79,0.073,0,0.0,31.78,63.72,1
Pig,PI_007,52,38.508,71.88,27.78,0.463,0,0.0,33.13,59.54,0
Pig,PI_007,53,38.624,77.76,27.43,0.469,0,0.0,33.74,60.56,0
Pig,PI_007,54,39.766,96.57,32.07,0.178,4,0.0,32.26,63.63,1
Pig,PI_007,55,38.693,77.18,26.59,0.406,0,1.92,32.3,69.24,0
Pig,PI_007,56,39.394,92.56,32.68,0.209,5,0.0,32.35,79.45,1
Pig,PI_007,57,39.936,94.86,33.76,0.125,3,0.0,31.12,71.32,1
Pig,PI_007,58,39.739,93.05,35.43,0.233,3,0.0,30.87,71.99,1
Pig,PI_007,59,38.516,71.47,25.55,0.462,0,0.0,27.69,78.67,0
Pig,PI_007,60,38.572,74.06,27.66,0.435,0,0.0,28.09,79.34,0
Pig,PI_007,61,38.555,74.39,25.83,0.425,0,1.07,24.76,70.22,0
Pig,PI_007,62,38.452,72.31,24.53,0.482,0,0.0,24.47,64.7,0
Pig,PI_007,63,38.555,72.1,24.77,0.377,1,0.0,22.03,70.48,0
Pig,PI_007,64,38.218,74.47,25.09,0.536,0,2.82,22.31,53.84,0
Pig,PI_007,65,39.316,86.68,33.01,0.266,4,0.0,21.54,73.65,1
Pig,PI_007,66,39.452,81.29,31.25,0.286,4,0.0,20.9,54.42,1
Pig,PI_007,67,38.523,71.45,23.22,0.441,1,0.0,23.89,57.59,0
Pig,PI_007,68,38.526,77.09,25.25,0.389,1,0.0,22.65,60.33,0
Pig,PI_007,69,38.376,74.89,25.37,0.477,0,0.0,22.06,40.31,0
Pig,PI_007,70,38.294,73.57,24.39,0.361,2,0.0,25.2,52.02,0
Pig,PI_007,71,38.543,73.67,26.4,0.426,0,0.0,25.74,43.64,0
Pig,PI_008,0,39.07,82.99,26.85,0.316,0,0.0,28.73,52.17,0
Pig,PI_008,1,39.098,82.56,26.4,0.495,0,0.0,30.68,72.43,0
Pig,PI_008,2,40.02,93.9,31.97,0.209,4,1.03,30.14,68.19,1
Pig,PI_008,3,38.852,79.03,25.82,0.484,0,0.41,31.18,60.76,0
Pig,PI_008,4,39.723,98.56,30.83,0.182,3,1.44,31.02,67.05,1
Pig,PI_008,5,39.082,78.54,26.32,0.438,0,0.0,32.36,66.82,0
Pig,PI_008,6,39.048,82.08,25.81,0.44,0,2.29,34.28,66.37,0
Pig,PI_008,7,38.88,77.92,26.81,0.448,0,0.0,33.4,69.5,0
Pig,PI_008,8,38.883,81.49,25.48,0.351,0,0.0,31.66,78.74,0
Pig,PI_008,9,38.885,79.88,26.13,0.295,0,0.0,32.19,72.57,0
Pig,PI_008,10,39.717,95.93,30.89,0.096,7,1.02,31.88,78.65,1
Pig,PI_008,11,40.257,94.27,35.93,0.06,2,0.0,30.03,66.25,1
Pig,PI_008,12,40.238,92.65,29.88,0.032,3,0.0,27.38,65.17,1
Pig,PI_008,13,38.894,81.03,26.3,0.231,0,4.82,26.55,72.59,0
Pig,PI_008,14,38.887,80.83,25.55,0.444,1,0.68,22.78,67.2,0
Pig,PI_008,15,38.805,78.23,25.93,0.393,0,0.0,23.21,70.42,0
Pig,PI_008,16,40.139,93.54,29.94,0.144,2,0.0,22.94,74.32,1
Pig,PI_008,17,38.895,76.03,24.01,0.348,0,0.0,20.45,62.39,0
Pig,PI_008,18,39.827,94.71,30.74,0.184,3,0.0,20.26,58.43,1
Pig,PI_008,19,39.501,95.5,34.88,0.0,4,0.83,20.5,55.75,1
Pig,PI_008,20,39.691,91.41,32.47,0.247,2,1.94,21.86,55.3,1
Pig,PI_008,21,39.898,91.01,36.95,0.149,4,0.78,23.31,58.08,1
Pig,PI_008,22,39.928,91.99,35.75,0.241,5,0.0,24.24,65.3,1
Pig,PI_008,23,39.737,95.26,32.58,0.287,1,0.01,25.63,54.47,1
Pig,PI_008,24,40.051,98.73,33.33,0.243,2,0.0,29.37,56.47,1
Pig,PI_008,25,40.204,91.96,36.73,0.092,5,1.04,27.34,52.87,1
Pig,PI_008,26,40.143,99.71,34.46,0.171,3,0.0,31.68,57.68,1
Pig,PI_008,27,38.919,80.46,25.35,0.446,0,1.36,29.95,63.1,0
Pig,PI_008,28,38.994,83.38,27.16,0.463,0,0.56,31.85,67.61,0
Pig,PI_008,29,39.047,77.61,25.21,0.358,0,1.7,31.42,70.79,0
Pig,PI_008,30,39.924,93.9,34.32,0.084,4,0.0,33.41,70.32,1
Pig,PI_008,31,40.03,98.53,33.76,0.127,4,0.0,32.78,71.04,1
Pig,PI_008,32,40.429,100.2,34.75,0.26,7,0.59,30.36,67.29,1
Pig,PI_008,33,40.391,95.76,36.79,0.0,4,0.0,32.62,70.19,1
Pig,PI_008,34,40.265,92.51,36.32,0.22,4,1.82,32.12,71.78,1
Pig,PI_008,35,40.077,96.38,31.91,0.1,5,1.02,29.53,76.09,1
Pig,PI_008,36,39.617,95.95,31.96,0.138,2,1.51,27.41,69.02,1
Pig,PI_008,37,39.831,94.05,34.42,0.0,6,0.96,25.82,70.75,1
Pig,PI_008,38,39.967,89.63,32.03,0.103,5,0.49,25.51,64.78,1
Pig,PI_008,39,39.918,97.78,34.12,0.054,3,0.53,22.96,73.09,1
Pig,PI_008,40,38.956,76.18,26.95,0.42,0,2.46,20.85,58.4,0
Pig,PI_008,41,38.655,77.19,23.93,0.388,0,2.14,21.34,63.85,0
Pig,PI_008,42,38.752,77.55,26.26,0.419,0,1.22,20.8,62.81,0
Pig,PI_008,43,38.887,83.75,24.56,0.311,0,2.17,21.19,52.57,0
Pig,PI_008,44,39.042,79.87,23.82,0.414,0,0.59,22.47,56.14,0
Pig,PI_008,45,39.739,85.87,36.24,0.084,5,0.61,23.5,68.76,1
Pig,PI_008,46,38.888,80.44,27.24,0.36,0,1.21,25.06,59.21,0
Pig,PI_008,47,38.868,79.76,25.25,0.411,0,2.76,25.03,49.53,0
Pig,PI_008,48,38.915,77.01,26.36,0.327,1,0.94,27.35,52.83,0
Pig,PI_008,49,38.927,78.65,27.23,0.377,0,3.08,26.98,60.05,0
Pig,PI_008,50,39.665,95.56,33.52,0.166,4,0.0,31.48,59.57,1
Pig,PI_008,51,40.138,99.11,34.38,0.141,5,0.25,33.34,66.27,1
Pig,PI_008,52,39.007,85.42,27.35,0.403,0,2.41,32.63,60.99,0
Pig,PI_008,53,39.064,79.36,26.4,0.437,0,0.0,30.64,70.59,0
Pig,PI_008,54,39.136,78.83,26.82,0.301,0,1.77,32.79,67.96,0
